first_name,last_name,birth_date
Baocai,Werthner,4/29/1953
Sachin,Lyonns,9/19/1956
Gretta,Homond,6/15/1952
Godehard,Gips,2/23/1958
Mariusz,Karnin,4/24/1964
Yurij,DiGiano,10/1/1956
Alois,Henders,9/30/1963
Siddarth,Nilsson,4/8/1955
Reinhold,Orlowska,2/20/1952
Suebskul,Masaki,7/29/1964
Kiyomitsu,Bain,12/4/1959
Remko,Weiland,5/21/1956
Vasilii,Luck,4/13/1955
Remko,Worfolk,7/3/1964
Yinghua,Bonifati,9/6/1962
Dhritiman,Preusig,1/5/1958
Jayson,Ghemri,9/10/1964
Erzsebet,Engelmann,6/17/1961
Shuzo,Plavsic,8/11/1954
Brewster,Vesel,5/4/1960
Tran,Menhoudj,9/21/1959
Arunachalam,Merey,8/18/1961
Annemarie,Zhiwei,11/18/1956
Shim,Luders,4/7/1964
Aiman,Hitomi,8/8/1958
Zine,Esposito,2/28/1962
Heng,McConalogue,6/24/1955
Mikhail,Oberman,6/15/1960
Martijn,Millington,3/18/1955
Ymte,Kornatzky,2/23/1958
Gil,Trachtenberg,3/7/1954
Zissis,Cappello,1/11/1961
Aiichiro,Ranta,11/23/1959
Munehiko,Whitcomb,6/1/1957
Kensei,Sherertz,8/15/1960
Ramzi,Kadhim,12/30/1961
Weiwu,Falster,3/27/1952
Rafail,Munch,2/27/1960
Boutros,Alvarado,6/29/1958
Chinho,Mellouli,1/7/1960
Kazuhira,Swan,6/27/1962
Gay,Murillo,11/3/1953
Bezalel,Wallrath,4/4/1958
Pradeep,Ratnakar,1/25/1961
Giao,Turnbull,7/22/1957
Giordano,Pietracaprina,10/10/1960
Kristen,Ossenbruggen,8/7/1963
Prodip,DeMori,9/10/1954
Samphel,Larfeldt,3/15/1964
Debatosh,Chandrasekhar,1/19/1962
Paraskevi,Morrey,10/18/1961
Yannik,Luck,11/18/1958
Emdad,Rouquie,6/1/1953
Iara,Giaccio,12/1/1960
Wonhee,Papastamatiou,10/28/1956
Lorien,Oppitz,4/10/1954
Masato,Litzler,5/14/1960
Zhiguo,Luga,3/2/1954
Carrsten,Angot,11/11/1954
Yannik,Kusalik,2/21/1957
Toshiko,Feinberg,2/21/1953
Dayanand,Horswill,5/24/1956
Gio,Gniady,6/30/1964
Tomoyuki,Rissanen,5/25/1960
Zhenhua,Peek,2/24/1964
Annemarie,Janetzko,8/28/1957
Mamdouh,Vesna,3/15/1952
Kwangjo,Kusakabe,9/28/1960
Fan,Antonisse,3/20/1964
Wojceich,Deverell,8/12/1956
Basant,Morris,12/5/1959
Xianlong,Baba,5/6/1954
Perry,Bernatsky,1/7/1961
Mechthild,Ramras,2/5/1954
Fumiya,Bierman,9/19/1963
Mantis,Farrel,8/27/1964
Huiqun,Fujisawa,7/18/1963
Salvador,Tsunoo,9/6/1956
Bernice,Tsunoo,7/4/1955
Arvin,Milicic,11/14/1963
Lokesh,Trachtenberg,12/29/1964
Vojin,Fraisse,3/17/1955
Guozhong,Schwabacher,11/23/1964
IEEE,Stemann,1/27/1958
Khue,Francisci,11/3/1959
Marlo,Armand,5/8/1964
Chenyi,Kamble,3/20/1955
Yuichiro,Maginnis,11/27/1955
Nishit,Andreotta,4/25/1954
Kerryn,Rodier,5/7/1960
Subhash,Whitcomb,6/27/1963
Paris,Peyn,9/22/1957
Aram,Maraist,10/21/1958
Uriel,Bridgland,2/18/1954
Gio,Greibach,6/20/1953
Golgen,Versino,4/11/1952
Masanao,Kuhnemann,5/13/1953
Takushi,Carrere,10/30/1962
Vugranam,Staylopatis,6/15/1960
Jungsoon,Brendel,2/15/1962
Baocai,Dymetman,6/20/1959
Nobuyoshi,Lamba,6/9/1952
Dines,Orlowski,1/6/1962
Tonia,Litecky,6/8/1954
Toshiko,Underwood,5/3/1955
Chrisa,Bodoff,5/14/1957
Yuchang,Shinomoto,11/23/1953
Youpyo,Lorys,4/5/1960
Yurij,Kakkar,10/16/1964
Serif,Boguraev,12/14/1962
Mitsuyuki,Isard,1/10/1965
Kitty,Papsdorf,4/30/1961
Otilia,Haddadi,5/21/1957
Billie,Leslie,5/5/1953
Rildo,Moffat,1/11/1955
Danil,Kroon,8/4/1960
Constantijn,Ranka,8/16/1953
Niranjan,Rikino,2/2/1959
Nitsan,Kragelund,4/19/1959
Kwangyoen,Picaronny,6/30/1955
Wayne,Gerteisen,5/10/1953
Chriss,Luby,7/21/1964
Unal,Fordan,4/8/1955
Munehiko,Cyne,6/8/1956
Soenke,Wroclawski,9/6/1959
Feipei,Zaiane,3/21/1959
Terresa,Waschkowski,3/17/1959
Satoru,Benveniste,5/4/1957
Anneke,Gide,6/5/1953
Vugranam,Staudhammer,8/22/1956
Annemarie,Yetto,5/25/1956
Jaideep,Duclos,9/5/1958
Kerryn,Ratnaker,5/1/1957
Marko,Szilard,4/20/1960
Divine,Smeets,2/2/1962
Uwe,Wiegley,11/11/1953
Kwan,Ramaiah,2/28/1959
Navid,Geffroy,11/7/1961
Yagil,Kornatzky,10/23/1958
Tadahiko,Krichel,2/29/1960
Tru,Reutenauer,2/12/1958
Anyuan,Bakhtari,1/17/1956
Deborah,Sommen,10/30/1957
Poornachandra,Swen,6/11/1956
Yagil,Hashii,1/18/1964
Tommaso,Rajala,8/4/1952
Zongyan,Bamford,6/11/1952
Masoud,Hiroyama,12/1/1955
Aamer,Kading,1/4/1962
Arie,Bade,2/24/1954
Rosita,Sury,8/13/1960
Yefim,Malinowski,3/15/1954
Katsuyuki,Cmelik,6/13/1952
Maia,Wegerle,5/29/1952
Tetsushi,Cunliffe,6/19/1963
Aloke,Schmiedel,4/29/1964
Jacqueline,Gide,7/26/1959
George,Vickson,10/6/1956
Spyrose,Xiaoshan,11/22/1956
Basant,Decaestecker,8/19/1963
Guoxiang,Pero,9/11/1962
Tesuro,Coors,7/12/1962
Divine,Engberts,8/18/1961
Subhada,Litzler,5/6/1960
Udi,Engelmann,9/1/1963
Annemarie,Panangaden,5/4/1961
Michaela,Lovengreen,4/4/1963
Khaled,Wiegley,5/29/1959
Arif,Debuse,10/24/1957
Lobel,Impagliazzo,8/5/1960
Arfst,Peyn,10/23/1958
Irena,Joslin,2/27/1957
Parto,Sidou,5/16/1957
Sanjeeva,Birsak,6/3/1953
Zito,Hartvigsen,9/11/1958
Kotesh,Brookner,4/17/1963
Xiaoheng,Belinskaya,8/15/1952
Poorav,DuBourdieux,7/5/1958
Ung,Harllee,12/11/1959
Naftaly,Conry,10/23/1953
Oscal,Genther,9/13/1963
Debatosh,Heyers,6/21/1953
Marlo,Milicia,10/28/1957
DAIDA,Rouquie,10/21/1959
Masaki,Peot,2/20/1957
Zdislav,Giarratana,8/31/1959
Shounak,Mersereau,2/28/1953
Hitomi,Roccetti,12/3/1952
Naraig,Chvatal,9/30/1954
Jianhua,Liesche,6/16/1953
Geoff,Jakobus,8/23/1959
Shooichi,Waleschkowski,2/18/1964
Remzi,Greibach,6/23/1955
Dmitri,Sadowski,12/24/1963
Rosine,Hettesheimer,4/13/1957
Abdelwaheb,Luck,3/11/1960
Dines,Skrikant,4/6/1959
Akhilish,Sidje,5/12/1961
Dayanand,Iwayama,3/13/1963
Fay,Krychniak,12/6/1957
Murthy,Zhiwei,9/14/1960
Jinxi,Masaki,11/6/1960
Shigeichiro,Schmittgen,5/8/1954
Tianruo,Selenyi,4/6/1953
Narain,Demos,6/5/1954
Jaewon,Matheson,6/3/1954
Aral,Schapire,5/20/1955
Emdad,Trachtenberg,11/10/1955
Arup,Luke,9/27/1964
Mingdong,Cooley,4/7/1963
Nectarios,Usery,10/1/1952
Shuichi,Feinberg,1/16/1957
Hyuncheol,Siochi,7/14/1961
Marla,Hainaut,8/13/1958
Jaber,Pokrovskii,1/13/1960
Shirish,Gips,9/1/1962
Krister,Denos,5/4/1960
Diederik,Fraisse,6/5/1956
Sushant,Streit,3/18/1956
Geoffry,Erva,10/25/1962
Tran,Manders,4/12/1959
Marsha,Eppinger,6/20/1954
Sampalli,Michaels,2/25/1958
Moss,Henders,9/7/1952
Yucai,Hmelo,5/29/1956
Mona,Haraldson,12/17/1956
Ulises,Rodite,1/11/1960
Goa,Maierhofer,4/26/1953
Nigel,Casley,9/22/1964
Xuejun,Tokunaga,9/10/1963
Toshimo,Driscoll,12/24/1963
Haldon,Sundgren,3/29/1956
Christoph,Liedekerke,12/17/1957
Aiman,Anger,11/4/1964
Vitaly,Erol,4/9/1957
Kokou,Kamber,3/23/1952
Heekeun,Zambonelli,9/19/1954
Jasminko,Muniz,7/20/1962
Jinya,Verhoeff,10/29/1954
Jongsuk,Schwartzburd,5/9/1955
Slavian,Rohrbach,12/19/1957
Shaunak,Huxford,5/9/1952
Ingemar,DeMori,3/31/1958
Dipankar,Krychniak,12/14/1954
Yifei,Goldhammer,1/20/1957
Neven,Lemarechal,3/14/1953
Kwan,Shinomoto,9/7/1953
Arumugam,Krohn,3/21/1963
Seongbin,Waleschkowski,5/1/1956
Sanjoy,Stafford,2/28/1959
Surveyors,Schiettecatte,9/9/1963
Heejo,Ullian,5/29/1959
Masamitsu,Penz,10/22/1956
Jianwen,Brookman,2/11/1962
Barry,Mandell,12/24/1960
Tomokazu,Marrakchi,6/23/1955
Georg,Eickenmeyer,3/27/1961
Roded,Himler,8/20/1962
Makato,Prochazka,2/25/1961
Gita,Litvinov,9/4/1953
Kwan,Wuwongse,7/27/1953
Koichi,Smeets,2/11/1963
Kensyu,Bahl,10/3/1954
Cullen,Horswill,2/24/1958
Guadalupe,Babb,5/8/1959
Augustine,Mapelli,7/29/1954
Janche,Setia,4/28/1956
Sorina,Gulak,10/3/1964
Hitomi,Chinal,9/3/1960
Renny,Lamparter,10/15/1961
Eran,Lieberherr,2/26/1959
Kazuhira,Silva,2/23/1953
Hugh,Veldwijk,9/18/1953
Rosalyn,Ecklund,10/6/1952
Moss,Danner,11/18/1955
Sachin,Plavsic,3/18/1952
Amalendu,Huhdanpaa,3/10/1957
Jiong,Hellwagner,1/17/1955
Candida,Bellmore,10/13/1962
Hinrich,Tsukune,12/29/1964
Luigi,Negoita,2/18/1958
Ashish,Fontet,2/5/1959
Marit,Fargier,11/24/1964
Krisda,Botman,11/29/1958
Renee,Schieder,9/30/1956
Constantino,Shinomoto,6/27/1959
Danny,Emden,8/19/1961
Jianhao,Birta,8/6/1959
Seongbin,Basawa,7/27/1953
Toshimitsu,Fioravanti,3/8/1959
Feiyu,Thorelli,4/28/1958
Shridhar,Gelosh,10/4/1964
Guenter,Brodal,10/25/1962
Hauke,Cannane,8/28/1956
Fan,Coorg,2/20/1960
Willard,Wilfing,12/6/1963
Shaowen,Meriste,2/3/1964
Kristina,Kalloufi,8/22/1964
Siamak,Varker,12/24/1963
Basim,Baca,10/25/1963
Dines,Birsak,6/29/1958
Junichi,Cappelletti,2/10/1957
Cedric,Armand,2/21/1964
Mokhtar,Seghrouchni,11/20/1957
Sasan,Hoogerwoord,1/15/1953
Sigeru,Legleitner,9/24/1957
Masasuke,Worfolk,8/15/1961
Mohua,Heuter,10/11/1955
Rajmohan,Morris,9/27/1956
Bartek,Wallrath,7/29/1964
Temple,Gewali,5/9/1955
Kirk,Basawa,1/16/1954
Kristof,Rijckaert,9/26/1957
Roddy,Chepyzhov,7/1/1957
Sigeru,Brobst,1/21/1956
Martien,Murrill,7/12/1954
Vidar,Baek,4/8/1959
Waiman,Klerer,1/26/1955
Sungwon,Armand,1/25/1954
Wojceich,Luon,12/27/1957
Xinyu,Engberts,11/2/1959
Kwee,Vesel,10/5/1956
Vasilii,Lamma,10/19/1960
Volkmar,Gischer,8/20/1956
Guttorm,Gyorkos,10/26/1954
Danil,Laventhal,8/1/1959
Dharmaraja,Oberman,5/17/1962
Christ,Ramsay,10/30/1961
Vitaly,Eiter,6/2/1962
Yonghong,Restivo,12/24/1960
Marko,Heusch,11/26/1958
Parviz,Blokdijk,4/27/1955
Jacopo,Lukaszewicz,3/29/1960
Mostafa,Pardalos,7/9/1960
Atilio,Uhrig,5/21/1956
Zhongwei,Christianini,5/17/1960
Pohua,Ishibashi,10/4/1960
Moti,Kohling,7/3/1956
Masasuke,Francisci,9/21/1952
Siamak,Serot,1/19/1964
Xuejun,Binkley,7/16/1960
Shrikanth,Sabnani,8/7/1963
Arunachalam,Douceur,3/27/1957
Mari,Cooman,5/9/1958
Gunilla,Isard,2/9/1956
Suzette,Ressouche,2/12/1953
Tzvetan,Lupu,4/21/1956
Jiong,Hofstetter,11/21/1955
Karoline,Strehl,11/27/1963
Hairong,Manderick,4/16/1960
Adamantios,Stemann,6/30/1961
Tsz,Zuberek,12/8/1955
Vasiliy,Luff,5/4/1952
Matk,Barinka,1/29/1953
Arfst,Ramaiah,11/11/1955
Keiichiro,Baalen,1/10/1962
Aleksandar,Budinsky,7/25/1958
Jahangir,Denti,6/4/1963
Yongdong,Bain,11/10/1956
Greger,Shimshoni,9/4/1957
Giordano,Straney,7/17/1962
Rimli,Masamoto,8/26/1957
Chrisa,Narwekar,6/11/1963
Kazuhito,Brlek,2/28/1959
Souichi,dAstous,4/27/1952
Val,Babu,4/4/1959
Aamod,Lovengreen,3/24/1962
Subir,Denny,6/18/1961
Tuval,Savasere,10/10/1959
Zhiguo,Murtafg,12/9/1955
Demos,Linnainmaa,1/8/1954
Weiye,Takanami,10/30/1957
Mihalis,Rosay,5/11/1955
Magdalena,Argence,12/28/1957
Florina,Birge,12/5/1960
Masasuke,Motley,1/4/1959
Debaprosad,Conte,3/4/1958
Macha,Veevers,7/2/1962
Shaz,Rissland,7/11/1954
Xianlong,Schwabacher,3/10/1954
Sumant,Whitcomb,12/31/1952
Fumitaka,Wursthorn,4/16/1956
Itzchak,Sidje,4/3/1955
Mizuhito,Rebaine,12/9/1953
Ugo,Bugrara,4/30/1957
Ramya,Foote,12/7/1958
Vasilii,Leivant,6/5/1953
Yuuichi,Boreale,12/26/1958
Girolamo,Businaro,10/8/1959
Jackson,Terekhov,12/23/1963
Golgen,Tsunoo,7/16/1963
Avishai,Encarnacion,5/15/1957
Radhika,Kaiser,7/14/1958
Jayesh,Trachtenberg,1/28/1955
Mark,Garnham,12/5/1963
Mari,Kleiser,3/1/1962
Leon,Baalen,1/7/1962
Ziya,Erman,4/8/1961
Kannan,Impagliazzo,2/19/1963
Maha,Farris,11/2/1955
Berna,Butner,9/28/1959
Kinh,Valette,6/8/1957
Renee,Flowers,9/29/1956
Steen,Valiente,1/24/1958
Sashi,Denna,12/1/1956
Yonghong,Nastansky,2/1/1956
Badri,Beutelspacher,7/29/1961
Udo,Marchegay,7/14/1958
Urs,Silva,10/4/1960
Guttorm,Snyers,9/23/1963
Georg,Hitomi,3/7/1958
Adhemar,Heusch,2/18/1962
Martijn,Conti,9/8/1953
Akeno,Roohalamini,4/18/1960
Genki,Trachtenberg,2/15/1956
Roselyn,Mapelli,5/22/1957
Narain,Levergood,7/6/1957
Satyanarayana,Azuma,11/27/1961
Taisook,Menhardt,4/19/1961
Adel,Picci,4/2/1952
Tamiya,Dichev,3/20/1963
Mingzeng,Mahmud,5/27/1964
Ulf,Bratten,6/30/1954
Bowen,Merey,12/17/1962
Adel,Deville,4/21/1963
Yefim,Kamble,9/10/1954
Jianhao,Straney,4/17/1952
Munir,Dayana,7/20/1957
Martien,Nergos,7/24/1953
Perry,Gladwell,10/20/1958
Malu,Navazio,9/20/1956
Mario,Schurmann,1/20/1964
Yurij,Yavatkar,1/10/1964
Munehiro,Wegerle,5/15/1961
Tonny,Broder,4/9/1954
Aiman,Manderick,2/20/1955
Chiranjit,Swen,12/6/1960
Marek,Zhiwei,11/5/1958
Tomokazu,Strehl,10/12/1959
Hongzue,Bahk,6/20/1960
Yolla,Kobara,1/8/1965
Edwin,Gruenwald,7/31/1957
Renny,Douceur,2/24/1955
Marla,Kirkerud,3/6/1964
Mabhin,Beetstra,6/1/1955
Shigehiro,Mersereau,3/12/1964
Navid,Bahk,8/12/1960
Dante,Cullers,7/15/1952
Rance,Conde,5/27/1953
Shalesh,Fortenbacher,3/7/1960
Shigeo,Reistad,1/5/1963
Armond,Lores,8/2/1957
Jagoda,Massonet,11/21/1957
Mohamadou,Goodrum,8/9/1959
Georgy,Kobara,2/10/1958
Divine,Rindone,7/27/1959
Domenico,Garnier,9/28/1955
Shahaf,Sankaranarayanan,6/15/1952
Moto,Rissland,1/10/1961
Cordelia,Khasidashvili,2/4/1959
Zissis,Kawashimo,7/20/1956
Zito,Noriega,12/6/1961
Shir,Rohrbach,12/21/1952
Aksel,Gulik,11/25/1955
Stabislas,Alameldin,9/18/1959
Akeno,Plesums,4/25/1958
Fumiyo,Scharstein,12/5/1955
Gio,Cusworth,2/6/1957
Zejun,Narahara,10/30/1958
Chikako,Alvarado,10/6/1961
Chandrasekaran,Vieth,6/1/1959
Xumin,Socorro,8/29/1963
Mario,Pietrzykowski,3/7/1957
Huei,Kalefeld,9/10/1955
Poornachandra,Langford,10/7/1960
Soenke,Klyachko,10/17/1964
Panayotis,Montemayor,1/21/1957
Urs,Pocchiola,2/20/1964
Christfried,Dayang,2/17/1960
Panayotis,Khalid,1/10/1958
Arra,Terkki,1/21/1954
Arumugam,Angelopoulos,12/2/1957
Teunis,Schlegelmilch,10/19/1964
Alenka,Azumi,5/19/1959
Dannz,Zongker,2/5/1960
Wayne,Baba,1/10/1965
Herb,Encarnacion,7/17/1957
Martine,Sidou,8/18/1962
Uma,Schueller,7/16/1956
Angel,Binding,3/7/1963
Tetsushi,Fabrizio,5/7/1953
Kayoko,Kemmerer,2/23/1955
Kwangyoen,Mitzlaff,11/12/1962
Genta,Fetvedt,7/10/1959
Akhilish,Quaggetto,11/30/1964
Abdulah,Lovengreen,3/3/1953
Aris,Isard,8/14/1960
Denis,Birge,11/15/1956
Flemming,Stellhorn,6/13/1955
Leszek,Michaels,1/15/1957
Filipp,Taubenfeld,11/16/1958
Temple,Vitiello,5/29/1959
Wojceich,Ranft,10/29/1963
Toshimori,Zallocco,3/6/1952
Mikhail,Delgrossi,9/13/1961
Saddek,Bonifati,5/31/1955
Narain,Srimani,3/17/1958
Hatsukazu,Katalagarianos,8/4/1964
Shigeu,Gewali,10/11/1964
Mark,Luga,5/26/1957
Duro,Speckmann,6/9/1956
Lucian,Skrikant,10/9/1963
Gaurav,Knightly,3/11/1955
Mong,Falster,3/21/1953
Shaowen,Validov,5/6/1955
Rayond,Sinicrope,5/17/1961
Christoph,Parfitt,4/14/1957
Licheng,Raoux,1/27/1964
Mantis,Birdsall,3/30/1955
Sigeru,Schwartzburd,9/6/1956
Shichao,Karnin,5/5/1963
Phuoc,Kilgour,6/1/1961
Hugh,Hooghiemstra,11/5/1963
Halsur,Sidje,3/3/1961
Chiranjit,Luan,8/4/1955
Danny,Comte,8/1/1964
Gao,Garrabrants,6/10/1962
Stepehn,Birsak,8/24/1953
Sivanarayana,Bonifati,1/23/1953
Alair,Weisert,8/22/1957
Sreenivas,Camurati,12/26/1961
Yoshimitsu,Sigstam,10/2/1964
Herb,Peternell,2/11/1963
Subhada,Pargas,8/27/1957
Nevio,Carrera,6/24/1959
Ortrun,Standera,7/2/1954
Zhonghua,Lukaszewicz,6/19/1963
Brigham,Simkin,11/7/1959
Mizuhito,Kilgore,9/28/1952
Saniya,Halevi,4/28/1953
Dannz,Pokrovskii,2/17/1953
Xinan,Emiris,10/23/1961
Xudong,Bresenham,7/31/1957
Chinhyun,Munos,4/12/1962
Fayez,Frijda,12/24/1964
Mrinalini,Kushner,1/5/1959
Duri,Vesel,6/12/1956
Kwangho,Einsfeld,8/4/1961
Yinghua,Shackell,3/31/1960
Kenroku,Henseler,9/21/1956
Douadi,Beidas,4/27/1956
Siamak,Callaway,2/6/1956
Ingmar,Walston,8/7/1964
Eirik,Stassinopoulos,1/5/1957
Yongmao,Servieres,2/19/1962
Djelloul,Androutsos,8/3/1960
Subhankar,Luff,9/13/1960
Yurij,Falck,9/8/1956
Theron,Nyanchama,9/26/1955
Pascal,Tyugu,10/11/1960
Filipe,Zambonelli,3/8/1962
Oldrich,Templeman,11/10/1961
Renny,Suomi,10/14/1962
Bluma,Scallan,8/24/1963
Richara,Perfilyeva,5/14/1952
Mariusz,Schahn,11/4/1959
Doowon,Gladwell,9/24/1958
Basil,Chartres,1/3/1963
Siddarth,Weedman,11/23/1958
Jaihie,Rodham,12/22/1959
Conor,Auria,1/30/1958
Shiv,Fandrianto,8/11/1962
Hidefumi,Marakhovsky,4/24/1963
Ramzi,Feinberg,5/7/1964
Christfried,Nastansky,9/4/1954
Geraldo,Bennet,9/15/1962
Jaana,Lipner,4/3/1955
Toshimo,Smailagic,6/11/1952
Bartek,Ananiadou,7/10/1952
Ayakannu,Porenta,5/15/1956
Gully,Walston,12/30/1958
Sadok,Ratnakar,12/31/1956
Kotesh,Teitelbaum,9/9/1954
Terresa,Spinelli,3/7/1962
Valeska,Lieberherr,12/10/1954
Holgard,Rusterholz,7/28/1960
Ortrun,Daescu,3/16/1962
Munehiko,Kakkad,3/23/1961
Kish,Lienhardt,11/7/1953
Niranjan,Besancenot,7/30/1964
Monique,Coombs,5/14/1963
Yongmao,Camurati,4/2/1959
Tru,Kampfer,1/14/1960
Youpyo,Schach,12/30/1952
Subhash,Hardjono,5/7/1957
Ingemar,Colorni,10/11/1959
Radhakrishnan,Krogh,7/3/1957
Aria,Merkl,12/3/1957
Manibrata,Imataki,2/10/1960
Padma,Nitto,10/6/1954
Genevieve,Rettelbach,5/28/1953
Kazuhisa,Wegerle,3/31/1954
Deniz,Papastamatiou,6/5/1956
Cordelia,Schoegge,6/7/1964
Karsten,Vakili,1/21/1953
Arnd,Stamatiou,2/14/1954
Youpyo,Cannata,6/8/1954
Naftali,Wilfing,8/23/1957
Feipei,Sridhar,6/13/1964
Tristan,Cusworth,6/18/1953
Youpyo,Emmerich,7/13/1957
Kristin,Chartres,3/10/1952
Tokuyasu,Encarnacion,11/7/1963
DAIDA,Peltason,9/14/1955
Karoline,Sgarro,10/22/1952
Filipe,Ghelli,5/25/1960
Claudi,Servieres,4/18/1958
Yolla,Giveon,11/27/1960
Sudhanshu,Perri,3/1/1953
Hideyuki,Kirkerud,8/2/1962
Almudena,Yoshizawa,8/12/1959
Maik,Landherr,4/22/1953
Shooichi,Kornyak,8/26/1955
Geoffrey,Vesna,5/29/1954
Dzung,Krzyzanowski,3/31/1959
Filipe,Selenyi,4/15/1956
Stafford,Pramanik,3/24/1959
Lijia,Conia,3/4/1958
Panayotis,Etalle,1/29/1959
Shay,Kandlur,3/25/1957
Mandell,Schaar,1/14/1953
Val,Heinisuo,8/10/1963
Suebskul,Ligten,11/16/1959
Hongzhu,Beetstra,1/1/1965
Sadok,Staelin,1/24/1955
Odysseas,Sichman,12/1/1963
Masasuke,Werthner,2/11/1956
Uta,Kilgore,8/22/1962
Goo,Schaar,4/27/1964
Kolar,Salinas,9/21/1952
Marsja,Murtafg,12/20/1952
Kousuke,Farrar,8/10/1952
Kwan,Olano,4/28/1959
Visit,Leivant,9/23/1962
Turgut,Heemskerk,1/7/1963
Leah,Wielonsky,10/13/1957
Mohan,Thiran,11/10/1963
Basant,Ramaiah,3/23/1957
Kwangjo,Bale,8/11/1953
Remzi,Janocha,4/29/1964
Feipei,Peternell,7/6/1959
Gunilla,Matzen,1/13/1965
Arumugam,Zlotek,5/18/1957
Stamatina,Snyers,12/31/1957
Honesty,Emmart,7/9/1952
Manohar,Lorch,8/29/1955
Arch,Leaver,1/31/1955
Shan,Farrag,10/3/1964
Duke,Ruemmler,9/30/1963
Sivanarayana,Peron,8/21/1958
Naraig,Sethi,11/18/1956
Subhada,Cannard,9/24/1954
Woody,Munoz,10/20/1962
Khun,Rosar,3/9/1963
Gregory,Wielonsky,1/2/1964
Shalesh,Giaccio,6/28/1954
Masami,Ullian,10/5/1956
Shuzo,Speel,8/4/1964
Jianhui,Waleschkowski,5/12/1955
Adel,Leaver,1/22/1959
Mabhin,Feldmann,8/6/1954
Eishiro,Erde,9/12/1963
Gadiel,Karunanithi,5/6/1960
Alselm,Uhrig,1/5/1963
Sukumar,Poujol,6/20/1957
Paraskevi,Uludag,3/29/1956
Nidapan,Rabejac,7/28/1960
Michaela,Sluis,11/6/1957
Mario,Samarati,7/22/1955
Moss,Constantine,5/3/1956
Alejandra,Badr,8/10/1960
Shahid,Zykh,1/9/1955
Sreenivas,Parfitt,3/11/1953
Elgin,Riefers,2/3/1963
Eckart,Denna,4/28/1964
Along,Kriebel,7/12/1961
Rimli,Bharadwaj,3/30/1961
Ger,Baez,10/14/1956
Slavian,Plavsic,11/9/1957
Jongsuk,Brizzi,10/6/1962
Arch,Busillo,11/11/1959
Feipei,Bazzichi,2/24/1962
Nagui,Delgrande,12/4/1955
Bodo,Sudkamp,3/13/1961
Shakhar,Schlumberger,6/15/1960
Giap,Serre,8/1/1964
Berni,Ishibashi,7/27/1961
Rafail,Monarch,11/10/1964
Krassimir,Farrel,2/22/1956
Huican,Chenoweth,5/3/1952
Sanjay,Tasistro,7/4/1958
Debatosh,Joslin,5/16/1955
Yongmin,Pagter,10/5/1961
Shushma,Roccetti,5/12/1962
Kirk,Fontet,5/18/1964
Hilary,Litvinov,1/20/1953
Yechiam,Braunschweig,2/5/1952
Zvonko,Serdy,4/16/1954
Ohad,Benaini,10/21/1964
Taisook,Milicia,9/2/1952
Kiyomitsu,Nishimukai,8/12/1958
Nidapan,Jumpertz,8/4/1960
Christoph,Desikan,7/2/1962
Clyde,Ramaiah,5/13/1964
Marsja,Famili,11/25/1956
Mona,Fortenbacher,4/8/1954
Adamantios,Chvatal,6/17/1962
Xianlong,Kusalik,11/27/1954
Muzhong,Garnick,6/9/1963
Byong,Lenart,4/6/1960
Xiong,Randt,12/21/1955
Dzung,Lamma,10/19/1961
Wilmer,Kadhim,10/30/1958
Yuchang,Erni,6/22/1955
Mitsuyuki,Bail,12/19/1959
Susanna,Snyers,11/27/1955
Monique,Hempstead,11/20/1953
Adam,Axelband,12/29/1964
Gully,Zyda,7/10/1956
Yonghoan,Hooghiemstra,6/10/1962
Sachin,Siegrist,9/22/1954
Manton,Ernst,10/21/1962
Kiam,Picci,12/25/1958
Navin,Aloisi,7/6/1952
Weiwu,Zolotykh,2/6/1956
Susanna,Cichocki,10/2/1959
Djelloul,Bazzichi,5/13/1962
Oldrich,Falster,5/18/1958
Neven,Avouris,11/1/1956
Katsuo,Cronan,5/26/1957
Paloma,Chartres,3/27/1960
Elvia,Angel,6/26/1955
Hausi,Segond,9/1/1961
Jianhua,Jiafu,2/13/1957
Mizuhito,Harnett,12/11/1963
Lene,Sadowski,3/26/1962
Tze,Swab,1/13/1954
Chikara,Worfolk,8/22/1962
Leon,Herber,7/19/1955
Mingzeng,Oxenboll,7/2/1954
Inderjeet,Thambidurai,1/10/1963
Sugwoo,Khasidashvili,10/23/1960
Arlette,Whitcomb,7/27/1963
Feixiong,Vadhan,12/8/1964
Shigenori,Randi,2/21/1962
Eishiro,Soloway,12/18/1952
Debatosh,Jiafu,9/22/1960
Christophe,Leivant,2/23/1964
Matk,Bain,10/16/1960
Zissis,Linares,11/1/1964
Siamak,Kaiser,10/19/1959
Sanjay,Pietracaprina,9/10/1963
Kerryn,Potthoff,4/24/1956
Odoardo,Bierman,2/10/1956
Sampalli,Berendt,11/20/1953
Narain,Schonegge,11/22/1954
Werner,Frezza,5/8/1964
Felicidad,Schahn,10/21/1956
Xinan,Hennebert,9/21/1956
Supot,Schaar,9/1/1954
Takahito,Solovay,9/21/1956
Zita,Buchter,1/10/1958
Dmitri,Gerlach,9/2/1959
Weiru,Stemann,10/21/1958
Fai,Compeau,4/26/1963
Fayez,Silva,2/20/1956
Berna,Hooghiemstra,4/11/1961
Kristof,Gronowski,10/19/1954
Boalin,Rahier,6/10/1955
Yechezkel,Fortenbacher,5/21/1952
